,dap,target,class,
1702,28.597182,23.177056,1,","
1703,22.721443,19.867094,1,","
1704,21.699017,18.779031,1,","
1705,18.950028,18.244432,1,","
1706,18.042218,17.089261,1,","
1707,17.741599,16.384397,1,","
1708,17.759923,16.902819,1,","
1709,19.751622,18.590935,1,","
1710,22.033761,19.443762,1,","
1711,24.06007,23.778976,1,","
1712,25.972058,27.494929,1,","
1713,30.084416,28.278058,1,","
1714,33.138553,35.94702,1,","
1715,36.778715,31.019008,1,","
1716,39.259926,38.700697,1,","
1717,42.423213,48.865551,1,","
1718,44.903866,41.556451,1,","
1719,50.102111,39.798169,1,","
1720,53.857744,43.171615,1,","
1721,55.725554,117.247637,2,","
1722,48.926753,62.117852,2,","
1723,41.278883,54.503428,1,","
1724,41.499217,29.777719,1,","
1725,37.262242,30.920389,1,","
1726,29.129317,33.567093,1,","
1727,24.018059,23.769078,1,","
1728,22.265531,22.03158,1,","
1729,19.855999,18.141901,1,","
1730,18.512929,17.978934,1,","
1731,17.479589,17.172474,1,","
1732,18.046788,17.46945,1,","
1733,19.779968,20.779054,1,","
1734,22.567078,21.784141,1,","
1735,24.810189,25.029538,1,","
1736,27.297246,31.368594,1,","
1737,30.287917,31.980519,1,","
1738,36.257856,410.857876,2,","
1739,41.443313,32.047175,1,","
1740,40.814417,45.225126,1,","
1741,47.403497,242.221883,2,","
1742,51.481815,67.693168,2,","
1743,57.631985,197.512765,2,","
1744,63.529703,179.604152,2,","
1745,63.859188,30.977712,1,","
1746,49.62192,34.847439,1,","
1747,38.702824,71.861254,2,","
1748,40.817676,33.828371,1,","
1749,33.908309,45.360793,1,","
1750,27.459858,38.024143,1,","
1751,24.373042,24.191549,1,","
1752,23.863305,26.145608,1,","
1753,22.397634,47.405607,1,","
1754,19.249713,19.327311,1,","
1755,18.693542,19.225737,1,","
1756,18.873481,19.439985,1,","
1757,21.146649,23.133453,1,","
1758,23.467178,23.074422,1,","
1759,24.637646,26.136383,1,","
1760,24.807952,27.48035,1,","
1761,27.358792,69.099577,2,","
1762,31.121821,25.020668,1,","
1763,35.333347,70.747366,2,","
1764,39.089173,32.994268,1,","
1765,42.620765,28.454547,1,","
1766,45.776199,39.291383,1,","
1767,47.526252,36.711863,1,","
1768,53.078931,46.041186,1,","
1769,54.273387,39.786423,1,","
1770,45.292942,33.679836,1,","
1771,38.780446,54.468265,1,","
1772,35.814029,28.984888,1,","
1773,31.979964,25.288095,1,","
1774,26.167837,23.686728,1,","
1775,23.32051,23.63389,1,","
1776,23.119361,23.549181,1,","
1777,21.507889,22.128735,1,","
1778,19.039273,19.338582,1,","
1779,18.72521,18.90258,1,","
1780,18.879982,19.607843,1,","
1781,19.996883,20.241467,1,","
1782,23.387295,20.181299,1,","
1783,24.339044,21.975513,1,","
1784,25.65135,25.282979,1,","
1785,27.929293,21.149868,1,","
1786,29.985686,23.227594,1,","
1787,35.596924,30.414016,1,","
1788,34.030337,28.890282,1,","
1789,32.958241,25.873247,1,","
1790,30.463773,23.795883,1,","
1791,29.790457,23.466421,1,","
1792,29.962502,23.800837,1,","
1793,29.419345,25.074806,1,","
1794,27.099255,23.266684,1,","
1795,26.036429,19.718217,1,","
1796,25.315013,19.739062,1,","
1797,24.222649,18.599187,1,","
1798,22.739417,19.865347,1,","
1799,20.757488,18.114641,1,","
1800,20.752673,18.074147,1,","
1801,19.247001,17.855836,1,","
1802,18.422582,18.959475,1,","
1803,17.945902,18.348375,1,","
1804,18.020546,17.142255,1,","
1805,18.066879,19.022099,1,","
1806,18.269404,18.254285,1,","
1807,19.114829,18.324977,1,","
1808,22.301012,21.207548,1,","
1809,24.027444,21.830907,1,","
1810,24.857944,21.973233,1,","
1811,24.820767,18.633422,1,","
1812,23.601212,19.685063,1,","
1813,22.962191,19.159189,1,","
1814,22.430173,18.352726,1,","
1815,22.098252,18.845663,1,","
1816,22.68168,19.866778,1,","
1817,23.544723,21.609517,1,","
1818,23.721455,19.444818,1,","
1819,23.984723,18.672639,1,","
1820,24.909806,19.353936,1,","
1821,25.504063,21.611373,1,","
1822,22.501799,19.563587,1,","
1823,20.992649,17.750281,1,","
1824,18.595046,15.674069,1,","
1825,17.948208,16.484967,1,","
1826,17.763718,16.7862,1,","
1827,17.269777,15.975102,1,","
1828,17.495096,16.584535,1,","
1829,17.435743,17.023458,1,","
1830,17.597204,15.768982,1,","
1831,17.940731,16.625292,1,","
1832,19.847598,18.596726,1,","
1833,21.854327,21.190012,1,","
1834,23.044252,20.713849,1,","
1835,23.243219,20.707195,1,","
1836,22.885547,20.96534,1,","
1837,22.302772,19.502644,1,","
1838,21.805369,19.294679,1,","
1839,21.674693,19.295471,1,","
1840,22.231611,19.524548,1,","
1841,23.743294,20.53341,1,","
1842,24.406125,19.837511,1,","
1843,24.519007,19.57359,1,","
1844,24.831295,18.779751,1,","
1845,25.417828,24.690746,1,","
1846,22.135922,18.512202,1,","
1847,19.474779,17.178616,1,","
1848,18.727175,16.518022,1,","
1849,17.935571,15.194701,1,","
1850,17.430972,15.597505,1,","
1851,17.047659,15.120497,1,","
1852,17.037353,14.32235,1,","
1853,17.059628,15.814512,1,","
1854,17.409667,15.496414,1,","
1855,17.508731,14.01082,1,","
1856,18.781981,14.996753,1,","
1857,20.395523,15.972877,1,","
1858,20.994352,16.96913,1,","
1859,21.844307,17.577858,1,","
1860,21.704844,17.628037,1,","
1861,21.624605,17.497654,1,","
1862,21.873876,17.297931,1,","
1863,22.244619,18.544721,1,","
1864,24.346271,19.387246,1,","
1865,27.527537,20.139917,1,","
1866,26.707163,21.053819,1,","
1867,27.599382,22.437256,1,","
1868,27.626583,23.685442,1,","
1869,26.581811,22.683752,1,","
1870,21.671732,19.288728,1,","
1871,18.948887,16.701938,1,","
1872,18.2893,15.928611,1,","
1873,17.471696,14.528816,1,","
1874,16.951522,14.711137,1,","
1875,16.659155,14.450277,1,","
1876,16.983114,14.178111,1,","
1877,17.94257,15.330121,1,","
1878,20.300712,16.598542,1,","
1879,21.573263,18.573501,1,","
1880,22.474998,19.4745,1,","
1881,24.542919,22.226066,1,","
1882,26.062399,21.565048,1,","
1883,28.134896,24.334526,1,","
1884,28.691804,28.357396,1,","
1885,33.179949,26.267819,1,","
1886,33.927347,28.375283,1,","
1887,33.79735,21.722771,1,","
1888,39.553035,24.686118,1,","
1889,40.340005,27.512668,1,","
1890,33.981047,24.940304,1,","
1891,33.233684,36.221818,1,","
1892,30.863201,121.996492,2,","
1893,28.297653,24.263103,1,","
1894,23.63218,22.919657,1,","
1895,20.440042,18.917675,1,","
1896,18.97825,18.781177,1,","
1897,17.877238,18.075343,1,","
1898,17.208996,17.278707,1,","
1899,16.811716,16.501792,1,","
1900,17.437896,16.883055,1,","
1901,18.039383,18.596429,1,","
1902,19.502984,17.751658,1,","
1903,21.815715,18.442254,1,","
1904,23.435662,25.055271,1,","
1905,24.213419,20.346526,1,","
1906,26.52226,24.222884,1,","
1907,27.156048,23.662281,1,","
1908,27.782621,26.076061,1,","
1909,28.935353,26.846862,1,","
1910,28.965852,29.093299,1,","
1911,29.501578,30.184468,1,","
1912,29.527022,27.151444,1,","
1913,29.633008,88.337646,2,","
1914,28.677127,26.377469,1,","
1915,28.142897,23.33575,1,","
1916,27.954265,27.39836,1,","
1917,26.308556,24.735838,1,","
1918,22.094467,22.148025,1,","
1919,19.651946,19.787322,1,","
1920,19.663207,19.587139,1,","
1921,18.942899,18.915302,1,","
1922,17.379002,17.149598,1,","
1923,17.190382,17.648129,1,","
1924,17.551531,18.316069,1,","
1925,19.054346,20.562909,1,","
1926,21.360496,23.208495,1,","
1927,22.351586,25.157804,1,","
1928,23.503637,27.743097,1,","
1929,26.47413,29.191734,1,","
1930,28.85409,25.983079,1,","
1931,31.457635,30.384757,1,","
1932,33.641938,38.384677,1,","
1933,33.28046,29.310323,1,","
1934,33.031659,32.949882,1,","
1935,33.324659,31.539827,1,","
1936,33.821921,30.73277,1,","
1937,34.072642,37.787938,1,","
1938,32.299709,47.300447,1,","
1939,32.43603,37.916375,1,","
1940,33.011242,28.606608,1,","
1941,28.586111,27.5044,1,","
1942,24.25793,28.461642,1,","
1943,21.782699,35.476879,1,","
1944,21.367883,20.456444,1,","
1945,19.314338,20.537663,1,","
1946,18.114616,18.864675,1,","
1947,17.502109,16.947322,1,","
1948,17.747663,17.759317,1,","
1949,18.882936,19.349604,1,","
1950,21.397734,19.944298,1,","
1951,22.206542,21.388188,1,","
1952,23.852391,24.185649,1,","
1953,26.856845,25.937705,1,","
1954,29.471797,26.242679,1,","
1955,32.589885,31.424207,1,","
1956,34.555243,28.810418,1,","
1957,36.979992,31.078132,1,","
1958,39.293523,31.89795,1,","
1959,41.560183,46.594127,1,","
1960,44.742645,55.907632,1,","
1961,43.12692,84.190788,2,","
1962,36.798441,69.527962,2,","
1963,35.772723,47.189653,1,","
1964,33.387944,29.098293,1,","
1965,28.487212,26.861401,1,","
1966,25.104498,33.898837,1,","
1967,21.051739,20.60852,1,","
1968,20.897651,20.57676,1,","
1969,18.571479,16.574091,1,","
1970,17.688806,21.397766,1,","
1971,16.112453,14.462114,1,","
1972,15.433688,12.83949,1,","
1973,15.367006,12.094742,1,","
1974,14.734095,12.75021,1,","
1975,17.431231,14.619576,1,","
1976,19.432283,16.811485,1,","
1977,21.550273,19.504709,1,","
1978,26.750978,23.417351,1,","
1979,29.832295,26.104603,1,","
1980,33.765142,25.4955,1,","
1981,36.196364,27.316872,1,","
1982,39.022205,26.691867,1,","
1983,43.599125,28.476813,1,","
1984,51.109676,34.681069,1,","
1985,56.696284,31.914557,1,","
1986,47.762425,32.463903,1,","
1987,41.066101,30.079001,1,","
1988,36.852457,29.750725,1,","
1989,32.122744,26.353503,1,","
1990,28.302106,25.747132,1,","
1991,24.640742,21.759674,1,","
1992,22.14037,20.961822,1,","
1993,21.092089,18.770324,1,","
1994,19.770159,17.086902,1,","
1995,18.752896,17.242531,1,","
1996,18.144909,16.791458,1,","
1997,17.045871,17.088901,1,","
1998,15.316179,13.960167,1,","
1999,17.474164,15.188884,1,","
2000,20.03523,19.010018,1,","
2001,24.440154,25.508576,1,","
2002,27.862756,29.435614,1,","
2003,31.666358,28.474363,1,","
2004,34.742138,30.748164,1,","
2005,38.326948,32.485484,1,","
2006,42.790658,30.012244,1,","
2007,53.542573,34.625622,1,","
2008,67.110389,34.565393,1,","
2009,73.580885,102.493499,2,","
2010,60.656107,68.098122,2,","
2011,47.911193,37.275125,1,","
2012,41.203251,31.765982,1,","
2013,34.990682,31.729721,1,","
2014,31.776748,30.376445,1,","
2015,27.74037,33.191052,1,","
2016,23.213578,22.485088,1,","
2017,21.326093,25.656668,1,","
2018,19.520144,19.7003,1,","
2019,18.621285,17.958933,1,","
2020,18.420838,18.539723,1,","
2021,19.881569,19.43769,1,","
2022,22.091858,24.830361,1,","
2023,26.010891,27.692702,1,","
2024,28.36337,33.06208,1,","
2025,31.56328,37.402968,1,","
2026,35.331135,29.60311,1,","
2027,40.416592,30.849043,1,","
2028,44.632752,37.622955,1,","
2029,52.153522,34.811017,1,","
2030,54.568894,35.860885,1,","
2031,61.060926,37.781056,1,","
2032,66.398563,39.045207,1,","
2033,68.835611,35.156074,1,","
2034,53.135586,34.949304,1,","
2035,43.103923,32.808808,1,","
2036,39.675432,32.933738,1,","
2037,35.809235,38.34137,1,","
2038,30.636877,32.687059,1,","
2039,26.518432,28.065315,1,","
2040,24.10947,23.090518,1,","
2041,21.987733,24.421612,1,","
2042,20.254699,24.283694,1,","
2043,19.274118,19.8799,1,","
2044,19.205315,20.146908,1,","
2045,20.17596,23.831598,1,","
2046,22.65458,32.83361,1,","
2047,26.725585,61.906913,2,","
2048,28.949509,35.363729,1,","
2049,31.692066,33.397249,1,","
2050,35.521193,72.467337,2,","
2051,39.955281,35.761719,1,","
2052,41.000199,55.760044,1,","
2053,46.01051,53.371393,1,","
2054,47.172045,49.385399,1,","
2055,51.260323,40.611106,1,","
2056,59.26297,37.116961,1,","
2057,59.20696,48.05626,1,","
2058,48.883187,44.227187,1,","
2059,40.793674,51.592242,1,","
2060,39.992721,35.972749,1,","
2061,35.823748,32.740674,1,","
2062,29.774022,26.928602,1,","
2063,26.74044,26.694525,1,","
2064,26.658847,25.299053,1,","
2065,24.883572,24.738246,1,","
2066,23.309474,20.913785,1,","
2067,22.065463,20.814515,1,","
2068,21.836638,21.361824,1,","
2069,23.449045,22.582969,1,","
2070,26.405465,25.784689,1,","
2071,28.524886,28.378851,1,","
2072,30.834067,53.316378,1,","
2073,33.826227,29.01356,1,","
2074,36.145475,96.472357,2,","
2075,41.845942,54.702945,1,","
2076,45.00653,64.115219,2,","
2077,48.460048,40.200247,1,","
2078,51.57398,56.739651,2,","
2079,53.376905,95.585058,2,","
2080,57.946062,106.893134,2,","
2081,55.715372,47.147892,1,","
2082,48.458005,41.913065,1,","
2083,39.372396,36.716042,1,","
2084,38.85325,36.268306,1,","
2085,35.707716,31.773778,1,","
2086,31.749627,37.454244,1,","
2087,28.256908,29.183428,1,","
2088,25.757417,25.009149,1,","
2089,22.711423,22.320596,1,","
2090,21.549876,21.38584,1,","
2091,20.505468,20.642903,1,","
2092,20.796804,20.851463,1,","
2093,22.046364,21.896467,1,","
2094,24.302792,24.34011,1,","
2095,27.38895,37.817632,1,","
2096,29.309724,54.002212,1,","
2097,32.139553,53.939156,1,","
2098,34.692984,64.858925,2,","
2099,38.711535,49.970235,1,","
2100,40.32257,61.8351,2,","
2101,42.307711,39.018223,1,","
2102,44.125367,78.715045,2,","
2103,45.533343,76.473618,2,","
2104,48.321598,81.855895,2,","
2105,48.326281,43.660985,1,","
2106,44.597668,40.710003,1,","
2107,40.037295,31.673185,1,","
2108,37.617158,30.081063,1,","
2109,32.705051,26.513795,1,","
2110,27.512995,23.409478,1,","
2111,24.646972,23.305365,1,","
2112,25.698286,23.07632,1,","
2113,23.750104,22.962832,1,","
2114,21.678561,20.750698,1,","
2115,21.00914,19.675605,1,","
2116,21.151546,20.719738,1,","
2117,22.178841,22.268689,1,","
2118,25.043776,22.287165,1,","
2119,27.439898,25.698153,1,","
2120,30.562179,39.332702,1,","
2121,34.617163,31.977764,1,","
2122,37.189257,39.82783,1,","
2123,39.355704,29.907489,1,","
2124,39.832645,51.029451,1,","
2125,44.657074,46.573111,1,","
2126,47.832719,37.10817,1,","
2127,51.182279,32.453639,1,","
2128,52.912741,36.632882,1,","
2129,51.826725,36.353988,1,","
2130,44.584502,34.087792,1,","
2131,41.607039,28.50704,1,","
2132,38.610881,29.166322,1,","
2133,34.838077,29.890494,1,","
2134,30.847024,31.649565,1,","
2135,25.602274,21.573481,1,","
2136,23.336254,20.818744,1,","
2137,21.73738,22.89271,1,","
2138,20.728275,22.657914,1,","
2139,19.407374,20.349639,1,","
2140,18.868856,20.046402,1,","
2141,19.31123,20.911901,1,","
2142,19.678361,20.718169,1,","
2143,21.823595,20.439293,1,","
2144,24.498482,24.108452,1,","
2145,27.356534,26.823489,1,","
2146,31.274495,69.834,2,","
2147,34.606493,54.285467,1,","
2148,36.193115,80.972262,2,","
2149,38.163619,74.934318,2,","
2150,41.581604,28.577038,1,","
2151,43.166128,29.64009,1,","
2152,45.192592,34.596285,1,","
2153,45.681483,55.45181,1,","
2154,40.385171,55.360924,1,","
2155,35.557945,31.462105,1,","
2156,32.562977,28.719568,1,","
2157,30.460133,40.99264,1,","
2158,27.067406,32.222343,1,","
2159,22.955434,23.409285,1,","
2160,21.526497,21.665703,1,","
2161,20.891309,26.657295,1,","
2162,19.747924,21.167437,1,","
2163,18.271328,18.933686,1,","
2164,17.766514,16.201667,1,","
2165,17.464589,17.037944,1,","
2166,16.60244,14.825286,1,","
2167,17.983486,15.406382,1,","
2168,20.528831,16.922007,1,","
2169,22.306002,20.040893,1,","
2170,26.867832,23.387901,1,","
2171,28.147278,42.915296,1,","
2172,29.328332,27.589057,1,","
2173,32.06626,28.057648,1,","
2174,36.516139,28.279317,1,","
2175,38.023739,28.276309,1,","
2176,40.723335,28.791557,1,","
2177,45.082859,31.275668,1,","
2178,40.084747,31.48043,1,","
2179,37.257049,35.861102,1,","
2180,34.720125,31.2649,1,","
2181,29.943359,31.469442,1,","
2182,26.863404,25.485164,1,","
2183,24.515759,21.554032,1,","
2184,20.301907,21.895938,1,","
2185,19.328626,20.546628,1,","
2186,18.190755,17.342465,1,","
2187,17.623019,15.50617,1,","
2188,17.45785,15.105287,1,","
2189,18.233445,15.088186,1,","
2190,19.065683,16.363796,1,","
2191,20.988528,20.575495,1,","
2192,23.941951,24.213073,1,","
2193,27.124676,22.994842,1,","
2194,29.263594,27.051494,1,","
2195,31.851945,27.331225,1,","
2196,36.959718,59.924529,2,","
2197,38.556886,32.406264,1,","
2198,42.303681,51.618839,1,","
2199,46.210847,71.987193,2,","
2200,48.29004,46.639964,1,","
2201,50.190931,40.351058,1,","
2202,42.360071,34.397892,1,","
2203,38.275841,29.068631,1,","
2204,35.627481,27.270221,1,","
2205,30.669203,26.421688,1,","
2206,26.955313,22.452585,1,","
2207,23.025377,21.025421,1,","
2208,21.43392,21.332078,1,","
2209,19.391716,17.810934,1,","
2210,18.536462,17.391315,1,","
2211,17.839632,16.492709,1,","
2212,18.346018,16.74353,1,","
2213,18.705664,17.867399,1,","
2214,20.791992,17.342416,1,","
2215,23.234483,19.511995,1,","
2216,24.768304,21.992068,1,","
2217,27.173292,22.702525,1,","
2218,30.541764,27.541631,1,","
2219,33.22871,39.499216,1,","
2220,35.428456,28.455748,1,","
2221,36.076397,31.150207,1,","
2222,36.383622,28.282864,1,","
2223,37.66092,32.826431,1,","
2224,40.9044,36.162305,1,","
2225,40.318954,31.939014,1,","
2226,36.577391,32.3091,1,","
2227,34.999754,32.249845,1,","
2228,31.460678,23.632226,1,","
2229,28.835176,24.353377,1,","
2230,24.232437,19.400918,1,","
2231,21.972676,16.476026,1,","
2232,19.721314,17.022157,1,","
2233,18.28466,17.959623,1,","
2234,17.359226,17.29689,1,","
2235,16.86458,16.065243,1,","
2236,17.09165,16.458048,1,","
2237,17.923173,17.099464,1,","
2238,19.038551,17.211673,1,","
2239,21.130932,17.659271,1,","
2240,22.348316,19.679855,1,","
2241,23.450283,21.215108,1,","
2242,25.415004,21.346526,1,","
2243,26.082499,22.640941,1,","
2244,27.478852,24.190979,1,","
2245,29.438276,25.182188,1,","
2246,31.013151,27.447725,1,","
2247,32.573967,32.78117,1,","
2248,36.143506,44.923845,1,","
2249,37.123878,35.383633,1,","
2250,33.098971,33.497037,1,","
2251,31.393921,30.202584,1,","
2252,28.211454,26.401539,1,","
2253,26.593305,23.591641,1,","
2254,23.162854,21.33831,1,","
2255,21.538524,19.311661,1,","
2256,18.729991,19.126583,1,","
2257,17.506949,18.150813,1,","
2258,16.67829,16.861101,1,","
2259,16.050589,15.150123,1,","
2260,16.313606,16.822525,1,","
2261,17.160702,17.364136,1,","
2262,19.219424,17.3552,1,","
2263,20.592879,17.148915,1,","
2264,22.196793,18.651621,1,","
2265,22.967911,19.829992,1,","
2266,25.511338,20.567006,1,","
2267,28.433696,21.49732,1,","
2268,31.199047,158.929933,2,","
2269,34.848941,66.381438,2,","
2270,37.230673,37.431097,1,","
2271,40.101386,31.475998,1,","
2272,42.970108,62.27421,2,","
2273,45.265136,59.931606,2,","
2274,40.0308,53.591539,1,","
2275,37.496713,123.066274,2,","
2276,33.659532,31.903885,1,","
2277,30.111923,30.979417,1,","
2278,25.551961,22.946466,1,","
2279,22.199555,20.428532,1,","
2280,19.120258,19.758815,1,","
2281,17.675483,18.465526,1,","
2282,16.823817,17.085799,1,","
2283,16.115422,15.30482,1,","
2284,16.144666,16.066531,1,","
2285,17.039359,17.196438,1,","
2286,18.103255,18.152962,1,","
2287,19.381112,17.540565,1,","
2288,21.296369,17.841159,1,","
2289,23.817467,18.588003,1,","
2290,28.122366,20.115845,1,","
2291,32.544012,21.132445,1,","
2292,36.439322,24.488126,1,","
2293,40.736454,32.059698,1,","
2294,43.350648,45.505311,1,","
2295,46.064556,43.208827,1,","
2296,50.82974,46.882004,1,","
2297,53.89057,42.449966,1,","
2298,46.65995,44.022472,1,","
2299,40.949465,44.281258,1,","
2300,36.933021,37.859871,1,","
2301,35.857215,30.340906,1,","
2302,29.350375,31.361181,1,","
2303,25.109155,24.227385,1,","
2304,23.569878,22.496066,1,","
2305,21.431839,21.490874,1,","
2306,20.888326,20.718991,1,","
2307,19.478646,16.954393,1,","
2308,18.525994,17.147874,1,","
2309,18.085353,17.279347,1,","
2310,17.892093,17.365033,1,","
2311,19.162123,16.85037,1,","
2312,21.570236,17.338324,1,","
2313,22.949364,17.819204,1,","
2314,28.255011,19.956088,1,","
2315,31.093428,23.582585,1,","
2316,34.508622,25.379219,1,","
2317,37.173046,25.478319,1,","
2318,39.685444,26.166568,1,","
2319,44.275909,33.792435,1,","
2320,50.18355,35.528825,1,","
2321,55.138276,38.020296,1,","
2322,45.998499,40.585742,1,","
2323,39.757956,67.536055,2,","
2324,35.810534,55.941499,1,","
2325,32.989743,27.341387,1,","
2326,28.788382,24.111164,1,","
2327,25.974915,23.390814,1,","
2328,23.44587,23.563556,1,","
2329,21.331085,20.332762,1,","
2330,20.654671,20.568705,1,","
2331,19.650734,18.535905,1,","
2332,18.949642,18.146423,1,","
2333,18.220581,16.041405,1,","
2334,17.752545,14.548713,1,","
2335,18.550099,15.428018,1,","
2336,20.354288,17.750167,1,","
2337,22.725395,20.188454,1,","
2338,26.158777,24.19991,1,","
2339,30.220594,44.172823,1,","
2340,33.710373,34.372935,1,","
2341,34.751135,36.091747,1,","
2342,38.281402,29.956958,1,","
2343,44.309434,38.439138,1,","
2344,52.407557,32.67783,1,","
2345,60.135713,35.375969,1,","
2346,51.701777,34.668195,1,","
2347,44.644398,34.561946,1,","
2348,38.571834,38.587663,1,","
2349,34.064468,39.168823,1,","
2350,29.712979,28.885332,1,","
2351,26.756279,26.123195,1,","
2352,24.930186,25.143481,1,","
2353,21.825587,21.646039,1,","
2354,20.941476,22.698554,1,","
2355,19.909302,20.758508,1,","
2356,19.811577,20.196143,1,","
2357,20.575843,21.515937,1,","
2358,21.844725,21.076314,1,","
2359,26.112353,21.518163,1,","
2360,28.817528,24.726529,1,","
2361,29.684026,25.97511,1,","
2362,35.088182,31.928809,1,","
2363,39.238826,29.134043,1,","
2364,44.759184,27.614035,1,","
2365,47.746985,30.018235,1,","
2366,49.178278,32.682199,1,","
2367,56.264891,40.137674,1,","
2368,65.205943,57.21969,2,","
2369,63.66771,30.16698,1,","
2370,54.142105,24.751637,1,","
2371,46.994261,24.133366,1,","
2372,42.927373,24.496919,1,","
2373,37.508076,26.096141,1,","
2374,30.834753,23.497833,1,","
2375,26.574671,22.386674,1,","
2376,25.738772,22.374052,1,","
2377,22.985169,21.610746,1,","
2378,21.092273,20.620846,1,","
2379,20.597561,20.092432,1,","
2380,20.638547,19.631801,1,","
2381,21.010851,20.539243,1,","
2382,22.283891,22.087668,1,","
2383,24.71236,25.572521,1,","
2384,27.973823,29.577694,1,","
2385,28.374399,25.963086,1,","
2386,28.395602,23.104621,1,","
2387,28.210424,23.946029,1,","
2388,28.797847,23.773265,1,","
2389,28.15935,23.255462,1,","
2390,27.749403,22.553955,1,","
2391,27.956604,21.396963,1,","
2392,28.271635,21.223646,1,","
2393,28.78217,22.323009,1,","
2394,28.337959,20.473802,1,","
2395,26.635285,20.882657,1,","
2396,25.754586,21.13096,1,","
2397,24.11078,20.591594,1,","
2398,23.176622,19.644254,1,","
2399,20.369523,19.503476,1,","
2400,18.947292,18.850619,1,","
2401,17.919808,20.092095,1,","
2402,17.277937,17.701261,1,","
2403,16.56555,17.227231,1,","
2404,17.148523,17.629377,1,","
2405,17.936986,18.629288,1,","
2406,19.025603,18.924369,1,","
2407,20.742011,20.916683,1,","
2408,21.059615,18.712523,1,","
2409,22.471931,20.559847,1,","
2410,24.09615,20.855428,1,","
2411,24.016149,21.200453,1,","
2412,25.244478,22.502224,1,","
2413,25.689756,23.214802,1,","
2414,26.212842,21.98598,1,","
2415,27.441736,22.700008,1,","
2416,29.091382,24.319319,1,","
2417,30.370893,25.873024,1,","
2418,29.043042,26.935399,1,","
2419,28.355514,26.801426,1,","
2420,26.592402,24.213596,1,","
2421,24.923859,24.276215,1,","
2422,21.45545,21.925058,1,","
2423,19.535716,20.145335,1,","
2424,18.768606,18.87913,1,","
2425,17.839982,18.885489,1,","
2426,17.577963,17.986416,1,","
2427,16.988885,17.291255,1,","
2428,17.302369,17.409182,1,","
2429,17.866413,18.167745,1,","
2430,19.066954,18.146245,1,","
2431,21.133708,18.346742,1,","
2432,22.648064,19.777305,1,","
2433,23.367357,20.921154,1,","
2434,25.791897,23.812395,1,","
2435,29.455208,26.112009,1,","
2436,33.307548,27.873937,1,","
2437,35.207326,77.070545,2,","
2438,39.119554,26.994139,1,","
2439,41.678367,36.760745,1,","
2440,45.208051,34.677183,1,","
2441,48.150632,37.420244,1,","
2442,44.035969,33.68723,1,","
2443,41.547096,36.187459,1,","
2444,37.804527,35.249829,1,","
2445,34.461511,31.457293,1,","
2446,27.59771,25.454654,1,","
2447,23.684039,22.258168,1,","
2448,20.237524,20.784128,1,","
2449,18.661229,20.661085,1,","
2450,18.177231,19.917281,1,","
2451,17.742306,18.455046,1,","
2452,17.893721,17.82701,1,","
2453,18.31902,18.189104,1,","
2454,19.297701,20.602512,1,","
2455,22.206615,22.48476,1,","
2456,22.590633,22.435828,1,","
2457,23.918127,24.871901,1,","
2458,26.389921,25.41935,1,","
2459,29.242358,29.523528,1,","
2460,33.811686,33.949733,1,","
2461,35.429694,30.11322,1,","
2462,36.713105,31.890573,1,","
2463,38.084355,29.404393,1,","
2464,42.515526,35.825236,1,","
2465,45.088336,34.306295,1,","
2466,37.259761,35.390344,1,","
2467,33.590041,35.361382,1,","
2468,33.292299,51.378833,1,","
2469,31.365553,39.14273,1,","
2470,26.123044,24.334285,1,","
2471,24.111546,25.127378,1,","
2472,24.061956,27.295682,1,","
2473,21.636156,24.279373,1,","
2474,20.757477,22.452539,1,","
2475,20.512904,23.129313,1,","
2476,20.133559,22.593946,1,","
2477,20.191678,22.244397,1,","
2478,20.144161,21.317334,1,","
2479,20.606611,21.047399,1,","
2480,22.744481,22.120228,1,","
2481,26.121176,25.043696,1,","
2482,29.669614,32.564373,1,","
2483,32.603822,41.427488,1,","
2484,34.514025,32.251698,1,","
2485,38.039176,37.332292,1,","
2486,39.340127,40.540996,1,","
2487,40.91574,34.29051,1,","
2488,43.182359,35.326284,1,","
2489,48.003902,68.56381,2,","
2490,43.444459,59.753563,2,","
2491,40.294947,35.139681,1,","
2492,37.172336,30.892874,1,","
2493,35.780899,35.096756,1,","
2494,30.419949,34.845407,1,","
2495,27.994512,27.79639,1,","
2496,25.511043,26.396163,1,","
2497,23.35862,23.020658,1,","
2498,22.027972,22.2856,1,","
2499,21.552224,21.793359,1,","
2500,21.082771,21.3357,1,","
2501,20.999772,21.070062,1,","
2502,20.021217,19.840055,1,","
2503,21.345556,21.125609,1,","
2504,22.527364,21.845688,1,","
2505,25.759574,23.160623,1,","
2506,30.584867,39.941166,1,","
2507,34.325765,33.906521,1,","
2508,38.410205,37.158869,1,","
2509,41.223011,38.417516,1,","
2510,46.554397,36.263718,1,","
2511,51.455763,37.33438,1,","
2512,60.133792,81.328644,2,","
2513,70.799527,67.787502,2,","
2514,62.097305,95.006916,2,","
2515,52.906885,75.29476,2,","
2516,47.447391,38.788927,1,","
2517,44.184848,41.340314,1,","
2518,34.969606,40.767032,1,","
2519,29.922347,35.007712,1,","
2520,28.307441,35.163349,1,","
2521,25.7252,26.3306,1,","
2522,24.875516,23.579856,1,","
2523,23.419677,23.089509,1,","
2524,23.332398,23.718094,1,","
