,dap,class,
2895,129186,2,","
2896,131054,2,","
2897,130711,2,","
2898,128079,2,","
2899,124493,2,","
2900,120238,2,","
2901,115989,2,","
2902,109493,1,","
2903,101431,1,","
2904,93695,1,","
2905,88420,1,","
2906,85717,1,","
2907,84002,1,","
2908,83715,1,","
2909,86203,1,","
2910,90564,1,","
2911,95887,1,","
2912,101935,1,","
2913,107851,1,","
2914,114370,2,","
2915,120548,2,","
2916,126078,2,","
2917,130719,2,","
2918,133835,2,","
2919,136476,2,","
2920,136990,2,","
2921,136472,2,","
2922,133651,2,","
2923,128181,2,","
2924,123723,2,","
2925,117995,2,","
2926,110684,1,","
2927,102369,1,","
2928,94690,1,","
2929,89420,1,","
2930,86352,1,","
2931,84236,1,","
2932,83811,1,","
2933,85242,1,","
2934,89615,1,","
2935,95876,1,","
2936,102350,1,","
2937,108486,1,","
2938,114950,2,","
2939,121606,2,","
2940,127254,2,","
2941,132385,2,","
2942,135653,2,","
2943,137829,2,","
2944,139011,2,","
2945,138710,2,","
2946,136515,2,","
2947,131963,2,","
2948,127276,2,","
2949,121514,2,","
2950,113497,2,","
2951,105147,1,","
2952,97193,1,","
2953,91747,1,","
2954,89139,1,","
2955,86509,1,","
2956,86078,1,","
2957,87908,1,","
2958,91797,1,","
2959,97587,1,","
2960,104134,1,","
2961,110767,2,","
2962,117193,2,","
2963,123693,2,","
2964,128702,2,","
2965,132023,2,","
2966,134269,2,","
2967,136137,2,","
2968,136120,2,","
2969,134472,2,","
2970,130516,2,","
2971,125551,2,","
2972,120367,2,","
2973,116696,2,","
2974,110077,1,","
2975,102724,1,","
2976,96355,1,","
2977,90711,1,","
2978,86667,1,","
2979,84008,1,","
2980,82306,1,","
2981,82371,1,","
2982,82509,1,","
2983,85958,1,","
2984,92570,1,","
2985,100196,1,","
2986,107363,1,","
2987,112770,2,","
2988,118049,2,","
2989,121824,2,","
2990,124049,2,","
2991,125127,2,","
2992,123770,2,","
2993,121095,2,","
2994,118336,2,","
2995,114295,2,","
2996,111243,2,","
2997,108114,1,","
2998,100852,1,","
2999,93938,1,","
3000,87781,1,","
3001,82824,1,","
3002,78562,1,","
3003,76424,1,","
3004,74871,1,","
3005,74703,1,","
3006,74600,1,","
3007,77788,1,","
3008,83524,1,","
3009,89799,1,","
3010,94613,1,","
3011,99969,1,","
3012,104845,1,","
3013,107703,1,","
3014,110185,1,","
3015,111782,2,","
3016,113177,2,","
3017,113938,2,","
3018,112457,2,","
3019,109952,1,","
3020,106777,1,","
3021,103279,1,","
3022,96987,1,","
3023,90734,1,","
3024,83606,1,","
3025,79251,1,","
3026,76954,1,","
3027,75330,1,","
3028,75632,1,","
3029,78374,1,","
3030,82896,1,","
3031,88589,1,","
3032,94055,1,","
3033,99265,1,","
3034,104600,1,","
3035,109954,1,","
3036,115416,2,","
3037,119794,2,","
3038,122520,2,","
3039,124738,2,","
3040,126253,2,","
3041,128180,2,","
3042,127377,2,","
3043,123450,2,","
3044,118735,2,","
3045,113771,2,","
3046,106026,1,","
3047,97750,1,","
3048,89725,1,","
3049,84491,1,","
3050,80768,1,","
3051,78642,1,","
3052,78378,1,","
3053,80564,1,","
3054,85030,1,","
3055,90029,1,","
3056,95993,1,","
3057,101690,1,","
3058,108210,1,","
3059,114941,2,","
3060,120860,2,","
3061,125672,2,","
3062,130761,2,","
3063,133893,2,","
3064,135966,2,","
3065,136485,2,","
3066,134646,2,","
3067,129811,2,","
3068,123921,2,","
3069,118313,2,","
3070,110268,1,","
3071,101473,1,","
3072,93880,1,","
3073,88553,1,","
3074,84739,1,","
3075,82449,1,","
3076,82065,1,","
3077,84430,1,","
3078,88901,1,","
3079,92468,1,","
3080,97577,1,","
3081,103959,1,","
3082,109233,1,","
3083,113267,2,","
3084,117894,2,","
3085,120700,2,","
3086,122838,2,","
3087,123531,2,","
3088,123300,2,","
3089,121232,2,","
3090,118972,2,","
3091,116731,2,","
3092,111773,2,","
3093,106924,1,","
3094,100579,1,","
3095,93014,1,","
3096,84020,1,","
3097,79253,1,","
3098,76343,1,","
3099,74432,1,","
3100,74188,1,","
3101,75681,1,","
3102,80212,1,","
3103,85380,1,","
3104,89842,1,","
3105,93584,1,","
3106,97716,1,","
3107,101902,1,","
3108,105437,1,","
3109,109347,1,","
3110,112510,2,","
3111,116233,2,","
3112,118252,2,","
3113,118637,2,","
3114,116975,2,","
3115,114530,2,","
3116,109766,1,","
3117,105095,1,","
3118,98186,1,","
3119,90866,1,","
3120,83388,1,","
3121,78636,1,","
3122,76219,1,","
3123,74094,1,","
3124,73812,1,","
3125,75974,1,","
3126,79387,1,","
3127,84828,1,","
3128,90197,1,","
3129,94666,1,","
3130,99662,1,","
3131,103999,1,","
3132,108905,1,","
3133,113855,2,","
3134,117563,2,","
3135,120118,2,","
3136,121023,2,","
3137,121433,2,","
3138,119185,2,","
3139,115421,2,","
3140,110044,1,","
3141,106300,1,","
3142,99981,1,","
3143,92528,1,","
3144,85577,1,","
3145,80397,1,","
3146,76732,1,","
3147,74201,1,","
3148,73143,1,","
3149,72800,1,","
3150,73141,1,","
3151,77266,1,","
3152,82235,1,","
3153,88930,1,","
3154,95860,1,","
3155,101989,1,","
3156,107275,1,","
3157,111730,2,","
3158,116062,2,","
3159,118877,2,","
3160,120836,2,","
3161,121669,2,","
3162,119658,2,","
3163,115403,2,","
3164,109484,1,","
3165,106641,1,","
3166,100850,1,","
3167,95157,1,","
3168,87953,1,","
3169,82857,1,","
3170,80389,1,","
3171,78094,1,","
3172,76532,1,","
3173,75875,1,","
3174,75488,1,","
3175,77688,1,","
3176,84017,1,","
3177,91590,1,","
3178,99311,1,","
3179,105445,1,","
3180,111201,2,","
3181,116608,2,","
3182,120511,2,","
3183,124760,2,","
3184,127198,2,","
3185,127690,2,","
3186,127484,2,","
3187,124014,2,","
3188,120493,2,","
3189,117046,2,","
3190,111642,2,","
3191,103794,1,","
3192,92939,1,","
3193,87817,1,","
3194,86133,1,","
3195,83816,1,","
3196,83692,1,","
3197,86384,1,","
3198,90317,1,","
3199,95993,1,","
3200,102837,1,","
3201,109931,1,","
3202,117937,2,","
3203,125089,2,","
3204,131660,2,","
3205,136850,2,","
3206,139591,2,","
3207,140553,2,","
3208,141269,2,","
3209,141342,2,","
3210,138796,2,","
3211,134273,2,","
3212,129209,2,","
3213,123326,2,","
3214,113906,2,","
3215,104190,1,","
3216,96036,1,","
3217,90343,1,","
3218,85177,1,","
3219,82597,1,","
3220,81930,1,","
3221,83906,1,","
3222,87987,1,","
3223,94871,1,","
3224,101850,1,","
3225,106332,1,","
3226,114119,2,","
3227,121733,2,","
3228,128168,2,","
3229,134715,2,","
3230,140156,2,","
3231,141937,2,","
3232,140820,2,","
3233,141490,2,","
3234,139638,2,","
3235,135019,2,","
3236,130083,2,","
3237,123633,2,","
3238,116009,2,","
3239,107493,1,","
3240,97792,1,","
3241,91693,1,","
3242,86688,1,","
3243,84219,1,","
3244,83581,1,","
3245,85437,1,","
3246,89450,1,","
3247,95044,1,","
3248,100873,1,","
3249,107359,1,","
3250,114351,2,","
3251,121353,2,","
3252,127310,2,","
3253,131815,2,","
3254,136783,2,","
3255,138790,2,","
3256,138407,2,","
3257,137538,2,","
3258,135331,2,","
3259,130164,2,","
3260,125088,2,","
3261,120080,2,","
3262,111970,2,","
3263,103116,1,","
3264,95329,1,","
3265,90669,1,","
3266,87304,1,","
3267,84977,1,","
3268,84396,1,","
3269,86390,1,","
3270,89550,1,","
3271,94973,1,","
3272,101023,1,","
3273,106015,1,","
3274,111565,2,","
3275,115490,2,","
3276,121238,2,","
3277,124810,2,","
3278,127096,2,","
3279,128922,2,","
3280,129274,2,","
3281,130238,2,","
3282,128131,2,","
3283,123524,2,","
3284,118773,2,","
3285,115130,2,","
3286,107671,1,","
3287,100494,1,","
3288,92923,1,","
3289,88246,1,","
3290,85100,1,","
3291,83174,1,","
3292,83274,1,","
3293,85244,1,","
3294,89181,1,","
3295,93704,1,","
3296,98245,1,","
3297,103128,1,","
3298,107792,1,","
3299,112284,2,","
3300,116242,2,","
3301,119690,2,","
3302,121569,2,","
3303,121018,2,","
3304,120902,2,","
3305,120165,2,","
3306,118016,2,","
3307,113811,2,","
3308,109324,1,","
3309,104147,1,","
3310,97430,1,","
3311,90147,1,","
3312,82397,1,","
3313,77561,1,","
3314,74274,1,","
3315,72009,1,","
3316,70686,0,","
3317,70529,0,","
3318,71066,0,","
3319,73322,1,","
3320,77704,1,","
3321,82423,1,","
3322,86477,1,","
3323,89438,1,","
3324,92717,1,","
3325,94551,1,","
3326,97477,1,","
3327,99878,1,","
3328,103023,1,","
3329,104493,1,","
3330,103142,1,","
3331,100089,1,","
3332,95443,1,","
3333,93270,1,","
3334,89051,1,","
3335,83696,1,","
3336,76870,1,","
3337,72806,1,","
3338,71326,0,","
3339,70102,0,","
3340,69331,0,","
3341,69073,0,","
3342,69269,0,","
3343,71294,0,","
3344,75625,1,","
3345,80210,1,","
3346,84958,1,","
3347,88758,1,","
3348,92083,1,","
3349,94596,1,","
3350,95505,1,","
3351,97442,1,","
3352,98379,1,","
3353,99089,1,","
3354,98957,1,","
3355,98207,1,","
3356,94945,1,","
3357,92118,1,","
3358,87797,1,","
3359,80822,1,","
3360,76553,1,","
3361,72936,1,","
3362,70406,0,","
3363,69380,0,","
3364,69797,0,","
3365,72721,1,","
3366,76708,1,","
3367,81677,1,","
3368,85631,1,","
3369,88778,1,","
3370,92425,1,","
3371,96026,1,","
3372,99799,1,","
3373,103194,1,","
3374,105412,1,","
3375,107298,1,","
3376,108916,1,","
3377,109714,1,","
3378,108773,1,","
3379,105891,1,","
3380,102662,1,","
3381,99029,1,","
3382,92107,1,","
3383,84712,1,","
3384,77644,1,","
3385,73510,1,","
3386,71324,0,","
3387,69932,0,","
3388,70311,0,","
3389,72673,1,","
3390,76928,1,","
3391,81937,1,","
3392,86361,1,","
3393,89718,1,","
3394,92854,1,","
3395,96477,1,","
3396,99862,1,","
3397,103196,1,","
3398,105298,1,","
3399,107742,1,","
3400,109669,1,","
3401,110762,2,","
3402,109645,1,","
3403,106043,1,","
3404,102057,1,","
3405,98989,1,","
3406,92491,1,","
3407,85387,1,","
3408,79145,1,","
3409,74873,1,","
3410,72732,1,","
3411,71269,0,","
3412,71304,0,","
3413,73716,1,","
3414,77909,1,","
3415,82800,1,","
3416,87018,1,","
3417,90902,1,","
3418,94855,1,","
3419,98307,1,","
3420,101968,1,","
3421,105380,1,","
3422,108301,1,","
3423,110730,1,","
3424,112321,2,","
3425,113362,2,","
3426,112346,2,","
3427,108823,1,","
3428,104676,1,","
3429,101170,1,","
3430,94651,1,","
3431,87086,1,","
3432,80875,1,","
3433,76282,1,","
3434,73912,1,","
3435,72246,1,","
3436,72098,1,","
3437,74738,1,","
3438,78861,1,","
3439,83602,1,","
3440,88371,1,","
3441,92762,1,","
3442,97718,1,","
3443,102825,1,","
3444,107811,1,","
3445,112747,2,","
3446,116776,2,","
3447,120242,2,","
3448,122619,2,","
3449,123611,2,","
3450,121808,2,","
3451,118686,2,","
3452,113758,2,","
3453,109350,1,","
3454,102194,1,","
3455,93503,1,","
3456,86063,1,","
3457,80894,1,","
3458,77893,1,","
3459,75958,1,","
3460,75593,1,","
3461,77379,1,","
3462,80880,1,","
3463,85992,1,","
3464,92120,1,","
3465,97865,1,","
3466,104264,1,","
3467,110481,1,","
3468,116287,2,","
3469,121488,2,","
3470,126705,2,","
3471,130890,2,","
3472,132215,2,","
3473,132303,2,","
3474,128546,2,","
3475,122104,2,","
3476,116148,2,","
3477,111545,2,","
3478,104580,1,","
3479,96403,1,","
3480,89103,1,","
3481,83701,1,","
3482,79776,1,","
3483,77017,1,","
3484,75468,1,","
3485,75278,1,","
3486,75536,1,","
3487,78618,1,","
3488,84606,1,","
3489,91490,1,","
3490,97769,1,","
3491,103732,1,","
3492,108707,1,","
3493,111473,2,","
3494,113743,2,","
3495,114984,2,","
3496,115968,2,","
3497,114781,2,","
3498,112331,2,","
3499,108614,1,","
3500,104620,1,","
3501,101194,1,","
3502,96904,1,","
3503,90766,1,","
3504,84908,1,","
3505,81350,1,","
3506,76775,1,","
3507,74738,1,","
3508,73514,1,","
3509,72784,1,","
3510,72764,1,","
3511,74732,1,","
3512,80348,1,","
3513,87142,1,","
3514,93692,1,","
3515,100186,1,","
3516,106425,1,","
3517,111315,2,","
3518,114782,2,","
3519,117623,2,","
3520,121147,2,","
3521,122385,2,","
3522,121523,2,","
3523,118430,2,","
3524,114276,2,","
3525,109747,1,","
3526,103213,1,","
3527,96014,1,","
3528,88934,1,","
3529,84247,1,","
3530,80721,1,","
3531,78553,1,","
3532,78821,1,","
3533,81161,1,","
3534,85599,1,","
3535,91243,1,","
3536,98478,1,","
3537,105175,1,","
3538,111766,2,","
3539,118375,2,","
3540,123648,2,","
3541,129049,2,","
3542,132310,2,","
3543,134324,2,","
3544,134955,2,","
3545,133792,2,","
3546,131752,2,","
3547,127605,2,","
3548,122192,2,","
3549,116488,2,","
3550,108927,1,","
3551,100631,1,","
3552,97362,1,","
3553,90108,1,","
3554,85824,1,","
3555,84089,1,","
3556,83826,1,","
3557,86517,1,","
3558,91214,1,","
3559,96872,1,","
3560,103008,1,","
3561,110053,1,","
3562,116287,2,","
3563,122572,2,","
3564,128831,2,","
3565,134181,2,","
3566,138112,2,","
3567,140628,2,","
3568,141553,2,","
3569,141774,2,","
3570,139874,2,","
3571,134486,2,","
3572,129507,2,","
3573,122837,2,","
3574,113544,2,","
3575,103622,1,","
3576,101037,1,","
3577,93401,1,","
3578,87876,1,","
3579,85557,1,","
3580,85464,1,","
3581,88114,1,","
3582,93285,1,","
3583,98880,1,","
3584,104827,1,","
3585,112378,2,","
3586,119783,2,","
3587,127456,2,","
3588,133277,2,","
3589,138599,2,","
3590,142292,2,","
3591,145928,2,","
3592,144646,2,","
3593,145433,2,","
3594,139402,2,","
3595,136263,2,","
3596,130315,2,","
3597,125240,2,","
3598,114245,2,","
3599,105736,1,","
3600,101993,1,","
3601,96363,1,","
3602,89642,1,","
3603,87487,1,","
3604,87477,1,","
3605,90038,1,","
3606,94564,1,","
3607,100475,1,","
3608,106371,1,","
3609,114937,2,","
3610,121229,2,","
3611,128973,2,","
3612,136981,2,","
3613,142047,2,","
3614,147079,2,","
3615,149615,2,","
3616,151437,2,","
3617,149213,2,","
3618,146031,2,","
3619,140728,2,","
3620,135353,2,","
3621,129250,2,","
3622,120829,2,","
3623,110973,2,","
3624,102432,1,","
3625,96561,1,","
3626,93596,1,","
3627,91621,1,","
3628,90517,1,","
3629,92266,1,","
3630,96066,1,","
3631,101283,1,","
3632,107723,1,","
3633,114725,2,","
3634,120570,2,","
3635,128191,2,","
3636,134060,2,","
3637,139327,2,","
3638,142097,2,","
3639,142268,2,","
3640,142271,2,","
3641,141077,2,","
3642,135678,2,","
3643,131446,2,","
3644,126698,2,","
3645,119318,2,","
3646,111849,2,","
3647,103378,1,","
3648,97131,1,","
3649,91637,1,","
3650,86746,1,","
3651,84040,1,","
3652,82495,1,","
3653,82479,1,","
3654,83067,1,","
3655,86327,1,","
3656,92859,1,","
3657,99664,1,","
3658,105004,1,","
3659,110627,1,","
3660,115165,2,","
3661,119651,2,","
3662,121182,2,","
3663,120759,2,","
3664,122005,2,","
3665,124994,2,","
3666,123082,2,","
3667,117276,2,","
3668,112577,2,","
3669,107735,1,","
3670,101254,1,","
3671,94826,1,","
3672,85928,1,","
3673,81370,1,","
3674,78262,1,","
3675,75881,1,","
3676,74384,1,","
3677,74153,1,","
3678,74224,1,","
3679,75206,1,","
3680,79373,1,","
3681,83871,1,","
3682,88719,1,","
3683,92061,1,","
3684,96433,1,","
3685,98634,1,","
3686,102310,1,","
3687,104582,1,","
3688,106720,1,","
3689,108458,1,","
3690,108522,1,","
3691,104916,1,","
3692,101970,1,","
3693,98394,1,","
3694,94011,1,","
3695,88333,1,","
3696,83262,1,","
3697,79383,1,","
3698,76417,1,","
3699,75084,1,","
3700,76077,1,","
3701,78997,1,","
3702,83693,1,","
3703,89078,1,","
3704,94869,1,","
3705,99274,1,","
3706,103506,1,","
3707,107461,1,","
3708,111340,2,","
3709,114150,2,","
3710,116426,2,","
3711,118249,2,","
3712,117614,2,","
3713,117919,2,","
3714,116399,2,","
3715,113219,2,","
3716,109695,1,","
3717,105753,1,","
3718,99895,1,","
3719,92441,1,","
3720,88485,1,","
3721,84072,1,","
3722,81205,1,","
3723,79682,1,","
3724,79947,1,","
3725,82871,1,","
3726,87664,1,","
3727,92471,1,","
3728,97566,1,","
3729,101626,1,","
3730,105918,1,","
3731,110474,1,","
3732,115209,2,","
3733,120061,2,","
3734,122841,2,","
3735,124538,2,","
3736,125114,2,","
3737,125986,2,","
3738,123221,2,","
3739,119096,2,","
3740,115136,2,","
3741,110950,2,","
3742,103994,1,","
3743,98684,1,","
3744,90961,1,","
3745,86352,1,","
3746,85582,1,","
3747,84136,1,","
3748,84430,1,","
3749,87097,1,","
3750,91848,1,","
3751,96147,1,","
3752,102148,1,","
3753,106761,1,","
3754,111810,2,","
3755,116673,2,","
3756,122077,2,","
3757,125760,2,","
3758,128662,2,","
3759,130254,2,","
3760,132451,2,","
3761,131838,2,","
3762,130157,2,","
3763,126444,2,","
3764,122507,2,","
3765,117922,2,","
3766,109313,1,","
3767,101546,1,","
3768,97066,1,","
3769,91599,1,","
3770,88464,1,","
3771,86767,1,","
3772,86549,1,","
3773,89578,1,","
3774,93960,1,","
3775,98558,1,","
3776,103640,1,","
3777,108886,1,","
3778,114153,2,","
3779,119815,2,","
3780,126823,2,","
3781,130943,2,","
3782,133525,2,","
3783,135068,2,","
3784,135947,2,","
3785,135792,2,","
3786,132827,2,","
3787,128147,2,","
3788,124207,2,","
3789,118896,2,","
3790,111189,2,","
3791,102954,1,","
3792,95313,1,","
3793,90248,1,","
3794,86823,1,","
3795,84846,1,","
3796,84133,1,","
3797,85952,1,","
3798,90828,1,","
3799,95425,1,","
3800,100398,1,","
3801,104911,1,","
3802,109458,1,","
3803,113814,2,","
3804,117594,2,","
3805,120902,2,","
3806,123545,2,","
3807,126392,2,","
3808,127590,2,","
3809,126854,2,","
3810,125174,2,","
3811,120603,2,","
3812,115504,2,","
3813,110927,2,","
3814,105046,1,","
3815,97048,1,","
3816,88663,1,","
3817,83764,1,","
3818,80985,1,","
3819,78918,1,","
3820,77914,1,","
3821,77960,1,","
3822,79235,1,","
3823,81613,1,","
3824,87177,1,","
3825,93581,1,","
3826,100793,1,","
3827,107459,1,","
3828,114004,2,","
3829,118336,2,","
3830,121281,2,","
3831,123323,2,","
3832,124208,2,","
3833,123835,2,","
3834,120725,2,","
3835,116321,2,","
3836,112874,2,","
3837,108861,1,","
3838,102551,1,","
3839,95692,1,","
3840,90076,1,","
3841,85184,1,","
3842,81870,1,","
3843,79255,1,","
3844,77450,1,","
3845,76732,1,","
3846,77212,1,","
3847,79023,1,","
3848,84191,1,","
3849,90842,1,","
3850,97869,1,","
3851,104826,1,","
3852,110044,1,","
3853,114431,2,","
3854,117399,2,","
3855,119580,2,","
3856,120493,2,","
3857,120170,2,","
3858,118326,2,","
3859,114696,2,","
3860,111797,2,","
3861,108298,1,","
3862,102339,1,","
3863,95328,1,","
3864,88166,1,","
3865,83447,1,","
3866,81237,1,","
3867,79836,1,","
3868,80116,1,","
3869,82941,1,","
3870,88050,1,","
3871,93513,1,","
3872,99879,1,","
3873,107048,1,","
3874,113667,2,","
3875,120312,2,","
3876,126528,2,","
3877,131793,2,","
3878,135489,2,","
3879,137960,2,","
3880,139505,2,","
3881,140118,2,","
3882,138460,2,","
3883,133761,2,","
3884,131573,2,","
3885,123857,2,","
3886,114923,2,","
3887,106090,1,","
3888,97029,1,","
3889,91740,1,","
3890,88830,1,","
3891,86446,1,","
3892,85834,1,","
3893,88495,1,","
3894,93185,1,","
3895,98318,1,","
3896,104693,1,","
3897,111776,2,","
3898,119640,2,","
3899,127774,2,","
3900,134692,2,","
3901,140402,2,","
3902,144524,2,","
3903,147564,2,","
3904,149625,2,","
3905,149469,2,","
3906,146756,2,","
3907,141252,2,","
3908,136369,2,","
3909,129514,2,","
3910,120171,2,","
3911,109832,1,","
3912,100623,1,","
3913,94977,1,","
3914,90896,1,","
3915,88114,1,","
3916,87605,1,","
3917,89392,1,","
3918,93167,1,","
3919,99657,1,","
3920,105899,1,","
3921,113579,2,","
3922,121918,2,","
3923,129566,2,","
3924,136636,2,","
3925,142173,2,","
3926,144734,2,","
3927,146283,2,","
3928,145994,2,","
3929,144700,2,","
3930,141669,2,","
3931,136773,2,","
3932,132825,2,","
3933,126157,2,","
3934,117376,2,","
3935,107430,1,","
3936,100908,1,","
3937,95240,1,","
3938,89772,1,","
3939,87206,1,","
3940,86527,1,","
3941,89432,1,","
3942,93879,1,","
3943,98786,1,","
3944,105248,1,","
3945,112366,2,","
3946,120336,2,","
3947,128533,2,","
3948,135198,2,","
3949,140743,2,","
3950,146930,2,","
3951,148660,2,","
3952,148426,2,","
3953,147461,2,","
3954,141324,2,","
3955,137030,2,","
3956,131233,2,","
3957,125131,2,","
3958,118037,2,","
3959,108289,1,","
3960,101128,1,","
3961,95406,1,","
3962,91923,1,","
3963,89203,1,","
3964,88669,1,","
3965,90708,1,","
3966,94779,1,","
3967,100121,1,","
3968,106649,1,","
3969,113796,2,","
3970,121268,2,","
3971,129763,2,","
3972,136147,2,","
3973,142124,2,","
3974,145457,2,","
3975,148047,2,","
3976,145819,2,","
3977,143194,2,","
3978,139479,2,","
3979,133390,2,","
3980,129004,2,","
3981,122042,2,","
3982,114426,2,","
3983,106024,1,","
3984,98580,1,","
3985,92904,1,","
3986,91023,1,","
3987,88194,1,","
3988,86380,1,","
3989,86389,1,","
3990,87211,1,","
3991,89406,1,","
3992,95565,1,","
3993,103032,1,","
3994,110829,2,","
3995,117787,2,","
3996,122018,2,","
3997,126063,2,","
3998,127864,2,","
3999,129181,2,","
4000,129477,2,","
4001,128271,2,","
4002,127129,2,","
4003,122727,2,","
4004,118567,2,","
4005,113779,2,","
4006,107153,1,","
4007,99950,1,","
4008,94228,1,","
4009,89111,1,","
4010,85664,1,","
4011,82719,1,","
4012,80921,1,","
4013,80393,1,","
4014,80475,1,","
4015,82342,1,","
4016,88356,1,","
4017,95472,1,","
4018,102806,1,","
4019,107979,1,","
4020,112913,2,","
4021,116265,2,","
4022,119923,2,","
4023,122038,2,","
4024,122516,2,","
4025,122669,2,","
4026,121173,2,","
4027,117971,2,","
4028,115608,2,","
4029,111527,2,","
4030,105469,1,","
4031,98113,1,","
4032,91268,1,","
4033,86845,1,","
4034,84009,1,","
4035,82500,1,","
4036,82605,1,","
4037,85682,1,","
4038,91423,1,","
4039,96352,1,","
4040,102850,1,","
4041,108201,1,","
4042,114992,2,","
4043,120532,2,","
4044,126196,2,","
4045,130018,2,","
4046,133141,2,","
4047,135209,2,","
4048,135932,2,","
4049,135440,2,","
4050,132257,2,","
4051,128306,2,","
4052,123904,2,","
4053,117848,2,","
4054,109356,1,","
4055,100964,1,","
4056,93211,1,","
4057,88285,1,","
4058,84184,1,","
4059,82094,1,","
4060,82152,1,","
4061,84985,1,","
4062,90330,1,","
4063,94912,1,","
4064,99650,1,","
4065,104672,1,","
4066,109944,1,","
4067,114966,2,","
4068,119401,2,","
4069,122898,2,","
4070,124673,2,","
4071,125276,2,","
4072,125243,2,","
4073,124603,2,","
4074,121962,2,","
4075,117872,2,","
4076,114634,2,","
4077,109713,1,","
4078,102196,1,","
4079,94582,1,","
4080,86577,1,","
4081,82080,1,","
4082,79035,1,","
4083,77379,1,","
4084,77461,1,","
4085,80385,1,","
4086,85620,1,","
4087,89783,1,","
4088,93256,1,","
4089,96601,1,","
4090,99960,1,","
4091,102997,1,","
4092,105698,1,","
4093,107967,1,","
4094,109294,1,","
4095,109921,1,","
4096,110456,1,","
4097,110328,1,","
4098,108558,1,","
4099,105581,1,","
4100,103245,1,","
4101,99430,1,","
4102,92969,1,","
4103,86107,1,","
